severity,line,author,rule,project,message,quickFixAvailable,tags,component,scope,textRange,key,hash,status
INFO,26,,findsecbugs:CRLF_INJECTION_LOGS,it.reply.test:test,This use of org/apache/log4j/Logger.error(Ljava/lang/Object;)V might be used to include CRLF characters into log messages,false,"[cwe,injection,owasp-a1]",it.reply.test:test:src/main/java/servlet/SubscribeServlet.java,MAIN,"{endLine:26,endOffset:58,startOffset:0,startLine:26}",AYpMV0ufuxfIKoAmFOge,b1b2a0e43e189d9f829c4c3f37146554,OPEN
INFO,32,,findsecbugs:CRLF_INJECTION_LOGS,it.reply.test:test,This use of org/apache/log4j/Logger.info(Ljava/lang/Object;)V might be used to include CRLF characters into log messages,false,"[cwe,injection,owasp-a1]",it.reply.test:test:src/main/java/servlet/SurveyServlet.java,MAIN,"{endLine:32,endOffset:79,startOffset:0,startLine:32}",AYpMV0vauxfIKoAmFOgt,cb7283381d25053b3f48c5f13887c2ab,OPEN
MAJOR,65,,findbugs:XSS_REQUEST_PARAMETER_TO_SERVLET_WRITER,it.reply.test:test,"HTTP parameter written to Servlet output in servlet.SurveyServlet.doGet(HttpServletRequest, HttpServletResponse)",false,["owasp-a3"],it.reply.test:test:src/main/java/servlet/SurveyServlet.java,MAIN,"{endLine:65,endOffset:44,startOffset:0,startLine:65}",AYpMV0vauxfIKoAmFOgu,27628f199d0623374bb1a9aa806a307a,OPEN
MAJOR,65,,findsecbugs:XSS_SERVLET,it.reply.test:test,This use of java/io/PrintWriter.write(Ljava/lang/String;)V could be vulnerable to XSS in the Servlet,false,"[cwe,owasp-a3,wasc]",it.reply.test:test:src/main/java/servlet/SurveyServlet.java,MAIN,"{endLine:65,endOffset:44,startOffset:0,startLine:65}",AYpMV0vauxfIKoAmFOgv,27628f199d0623374bb1a9aa806a307a,OPEN
INFO,163,,findsecbugs:CRLF_INJECTION_LOGS,it.reply.test:test,This use of org/apache/log4j/Logger.debug(Ljava/lang/Object;)V might be used to include CRLF characters into log messages,false,"[cwe,injection,owasp-a1]",it.reply.test:test:src/main/java/util/DBUtil.java,MAIN,"{endLine:163,endOffset:91,startOffset:0,startLine:163}",AYpMV0wEuxfIKoAmFOg2,af9d5c91864cd7fd243bb623d775b15a,OPEN
CRITICAL,173,,findsecbugs:SQL_INJECTION_JDBC,it.reply.test:test,This use of java/sql/Connection.prepareStatement(Ljava/lang/String;)Ljava/sql/PreparedStatement; can be vulnerable to SQL injection (with JDBC),false,"[cwe,injection,owasp-a1,wasc]",it.reply.test:test:src/main/java/util/DBUtil.java,MAIN,"{endLine:173,endOffset:85,startOffset:0,startLine:173}",AYpMV0wFuxfIKoAmFOg8,68a5a7f2105a3ae0f221a696f5fae0c7,OPEN
INFO,209,,findsecbugs:CRLF_INJECTION_LOGS,it.reply.test:test,This use of org/apache/log4j/Logger.debug(Ljava/lang/Object;)V might be used to include CRLF characters into log messages,false,"[cwe,injection,owasp-a1]",it.reply.test:test:src/main/java/util/DBUtil.java,MAIN,"{endLine:209,endOffset:53,startOffset:0,startLine:209}",AYpMV0wEuxfIKoAmFOg1,96bb0791ea4094ace25f4463558ff64f,OPEN
CRITICAL,216,,findsecbugs:SQL_INJECTION_JDBC,it.reply.test:test,This use of java/sql/Statement.executeQuery(Ljava/lang/String;)Ljava/sql/ResultSet; can be vulnerable to SQL injection (with JDBC),false,"[cwe,injection,owasp-a1,wasc]",it.reply.test:test:src/main/java/util/DBUtil.java,MAIN,"{endLine:216,endOffset:143,startOffset:0,startLine:216}",AYpMV0wFuxfIKoAmFOg7,7be799488bae870c5ea39ffd68550cf1,OPEN
MAJOR,216,,findbugs:SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,it.reply.test:test,util.DBUtil.getUserInfo(String) passes a nonconstant String to an execute or addBatch method on an SQL statement,false,"[injection,owasp-a1]",it.reply.test:test:src/main/java/util/DBUtil.java,MAIN,"{endLine:216,endOffset:143,startOffset:0,startLine:216}",AYpMV0wFuxfIKoAmFOhI,7be799488bae870c5ea39ffd68550cf1,OPEN
CRITICAL,248,,findsecbugs:SQL_INJECTION_JDBC,it.reply.test:test,This use of java/sql/Statement.executeQuery(Ljava/lang/String;)Ljava/sql/ResultSet; can be vulnerable to SQL injection (with JDBC),false,"[cwe,injection,owasp-a1,wasc]",it.reply.test:test:src/main/java/util/DBUtil.java,MAIN,"{endLine:248,endOffset:146,startOffset:0,startLine:248}",AYpMV0wFuxfIKoAmFOg_,55e3487c9628240e2a02bc39696e7a8f,OPEN
MAJOR,248,,findbugs:SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,it.reply.test:test,util.DBUtil.getAccounts(String) passes a nonconstant String to an execute or addBatch method on an SQL statement,false,"[injection,owasp-a1]",it.reply.test:test:src/main/java/util/DBUtil.java,MAIN,"{endLine:248,endOffset:146,startOffset:0,startLine:248}",AYpMV0wFuxfIKoAmFOhG,55e3487c9628240e2a02bc39696e7a8f,OPEN
CRITICAL,309,,findsecbugs:SQL_INJECTION_JDBC,it.reply.test:test,This use of java/sql/Statement.execute(Ljava/lang/String;)Z can be vulnerable to SQL injection (with JDBC),false,"[cwe,injection,owasp-a1,wasc]",it.reply.test:test:src/main/java/util/DBUtil.java,MAIN,"{endLine:309,endOffset:415,startOffset:0,startLine:309}",AYpMV0wFuxfIKoAmFOhA,52ea772b42e418250197818f64895df9,OPEN
MAJOR,309,,findbugs:SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,it.reply.test:test,"util.DBUtil.transferFunds(String, long, long, double) passes a nonconstant String to an execute or addBatch method on an SQL statement",false,"[injection,owasp-a1]",it.reply.test:test:src/main/java/util/DBUtil.java,MAIN,"{endLine:309,endOffset:415,startOffset:0,startLine:309}",AYpMV0wFuxfIKoAmFOhK,52ea772b42e418250197818f64895df9,OPEN
CRITICAL,319,,findsecbugs:SQL_INJECTION_JDBC,it.reply.test:test,This use of java/sql/Statement.execute(Ljava/lang/String;)Z can be vulnerable to SQL injection (with JDBC),false,"[cwe,injection,owasp-a1,wasc]",it.reply.test:test:src/main/java/util/DBUtil.java,MAIN,"{endLine:319,endOffset:195,startOffset:0,startLine:319}",AYpMV0wFuxfIKoAmFOhB,c93567994b02e965d8eed6b6a3a0f09c,OPEN
MAJOR,366,,findbugs:SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,it.reply.test:test,"util.DBUtil.getTransactions(String, String, Account[], int) passes a nonconstant String to an execute or addBatch method on an SQL statement",false,"[injection,owasp-a1]",it.reply.test:test:src/main/java/util/DBUtil.java,MAIN,"{endLine:366,endOffset:54,startOffset:0,startLine:366}",AYpMV0wFuxfIKoAmFOhH,b5f16f40312c345eb5d964b1fd2c6d3e,OPEN
INFO,435,,findsecbugs:CRLF_INJECTION_LOGS,it.reply.test:test,This use of org/apache/log4j/Logger.debug(Ljava/lang/Object;)V might be used to include CRLF characters into log messages,false,"[cwe,injection,owasp-a1]",it.reply.test:test:src/main/java/util/DBUtil.java,MAIN,"{endLine:435,endOffset:72,startOffset:0,startLine:435}",AYpMV0wEuxfIKoAmFOgx,2c5b3cac002b4d92fd759588ea045b72,OPEN
CRITICAL,440,,findsecbugs:SQL_INJECTION_JDBC,it.reply.test:test,This use of java/sql/Statement.execute(Ljava/lang/String;)Z can be vulnerable to SQL injection (with JDBC),false,"[cwe,injection,owasp-a1,wasc]",it.reply.test:test:src/main/java/util/DBUtil.java,MAIN,"{endLine:440,endOffset:134,startOffset:0,startLine:440}",AYpMV0wFuxfIKoAmFOg4,2dad8ca8b6a6b397efb3ef894fc58152,OPEN
MAJOR,440,,findbugs:SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,it.reply.test:test,"util.DBUtil.addAccount(String, String) passes a nonconstant String to an execute or addBatch method on an SQL statement",false,"[injection,owasp-a1]",it.reply.test:test:src/main/java/util/DBUtil.java,MAIN,"{endLine:440,endOffset:134,startOffset:0,startLine:440}",AYpMV0wFuxfIKoAmFOhC,2dad8ca8b6a6b397efb3ef894fc58152,OPEN
CRITICAL,454,,findsecbugs:SQL_INJECTION_JDBC,it.reply.test:test,This use of java/sql/Statement.execute(Ljava/lang/String;)Z can be vulnerable to SQL injection (with JDBC),false,"[cwe,injection,owasp-a1,wasc]",it.reply.test:test:src/main/java/util/DBUtil.java,MAIN,"{endLine:454,endOffset:203,startOffset:0,startLine:454}",AYpMV0wFuxfIKoAmFOg-,b1cbd45efb5eeb8dca887fca9ec1ec84,OPEN
MAJOR,454,,findbugs:SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,it.reply.test:test,"util.DBUtil.addSpecialUser(String, String, String, String) passes a nonconstant String to an execute or addBatch method on an SQL statement",false,"[injection,owasp-a1]",it.reply.test:test:src/main/java/util/DBUtil.java,MAIN,"{endLine:454,endOffset:203,startOffset:0,startLine:454}",AYpMV0wFuxfIKoAmFOhD,b1cbd45efb5eeb8dca887fca9ec1ec84,OPEN
INFO,463,,findsecbugs:CRLF_INJECTION_LOGS,it.reply.test:test,This use of org/apache/log4j/Logger.debug(Ljava/lang/Object;)V might be used to include CRLF characters into log messages,false,"[cwe,injection,owasp-a1]",it.reply.test:test:src/main/java/util/DBUtil.java,MAIN,"{endLine:463,endOffset:127,startOffset:0,startLine:463}",AYpMV0wEuxfIKoAmFOgz,c73080295115115dd8a4a76e786a43a7,OPEN
CRITICAL,468,,findsecbugs:SQL_INJECTION_JDBC,it.reply.test:test,This use of java/sql/Statement.execute(Ljava/lang/String;)Z can be vulnerable to SQL injection (with JDBC),false,"[cwe,injection,owasp-a1,wasc]",it.reply.test:test:src/main/java/util/DBUtil.java,MAIN,"{endLine:468,endOffset:215,startOffset:0,startLine:468}",AYpMV0wFuxfIKoAmFOg5,94e2a246344c254d1bde106ebc271bce,OPEN
MAJOR,468,,findbugs:SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,it.reply.test:test,"util.DBUtil.addUser(String, String, String, String, String) passes a nonconstant String to an execute or addBatch method on an SQL statement",false,"[injection,owasp-a1]",it.reply.test:test:src/main/java/util/DBUtil.java,MAIN,"{endLine:468,endOffset:215,startOffset:0,startLine:468}",AYpMV0wFuxfIKoAmFOhE,94e2a246344c254d1bde106ebc271bce,OPEN
INFO,477,,findsecbugs:CRLF_INJECTION_LOGS,it.reply.test:test,This use of org/apache/log4j/Logger.debug(Ljava/lang/Object;)V might be used to include CRLF characters into log messages,false,"[cwe,injection,owasp-a1]",it.reply.test:test:src/main/java/util/DBUtil.java,MAIN,"{endLine:477,endOffset:76,startOffset:0,startLine:477}",AYpMV0wEuxfIKoAmFOg0,57d598517a537b5110e3695590feeb95,OPEN
CRITICAL,482,,findsecbugs:SQL_INJECTION_JDBC,it.reply.test:test,This use of java/sql/Statement.execute(Ljava/lang/String;)Z can be vulnerable to SQL injection (with JDBC),false,"[cwe,injection,owasp-a1,wasc]",it.reply.test:test:src/main/java/util/DBUtil.java,MAIN,"{endLine:482,endOffset:116,startOffset:0,startLine:482}",AYpMV0wFuxfIKoAmFOg6,1195045504bb55cc3b8f30de67fdb1b7,OPEN
MAJOR,482,,findbugs:SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,it.reply.test:test,"util.DBUtil.changePassword(String, String) passes a nonconstant String to an execute or addBatch method on an SQL statement",false,"[injection,owasp-a1]",it.reply.test:test:src/main/java/util/DBUtil.java,MAIN,"{endLine:482,endOffset:116,startOffset:0,startLine:482}",AYpMV0wFuxfIKoAmFOhF,1195045504bb55cc3b8f30de67fdb1b7,OPEN
INFO,491,,findsecbugs:CRLF_INJECTION_LOGS,it.reply.test:test,This use of org/apache/log4j/Logger.debug(Ljava/lang/Object;)V might be used to include CRLF characters into log messages,false,"[cwe,injection,owasp-a1]",it.reply.test:test:src/main/java/util/DBUtil.java,MAIN,"{endLine:491,endOffset:107,startOffset:0,startLine:491}",AYpMV0wEuxfIKoAmFOg3,6c14640955a3c297c73cc407b1716e05,OPEN
CRITICAL,496,,findsecbugs:SQL_INJECTION_JDBC,it.reply.test:test,This use of java/sql/Statement.execute(Ljava/lang/String;I)Z can be vulnerable to SQL injection (with JDBC),false,"[cwe,injection,owasp-a1,wasc]",it.reply.test:test:src/main/java/util/DBUtil.java,MAIN,"{endLine:496,endOffset:197,startOffset:0,startLine:496}",AYpMV0wFuxfIKoAmFOg9,0b4a0ce771e3b32d23c0116963a7a5fd,OPEN
MAJOR,496,,findbugs:SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,it.reply.test:test,"util.DBUtil.storeFeedback(String, String, String, String) passes a nonconstant String to an execute or addBatch method on an SQL statement",false,"[injection,owasp-a1]",it.reply.test:test:src/main/java/util/DBUtil.java,MAIN,"{endLine:496,endOffset:197,startOffset:0,startLine:496}",AYpMV0wFuxfIKoAmFOhJ,0b4a0ce771e3b32d23c0116963a7a5fd,OPEN
INFO,510,,findsecbugs:CRLF_INJECTION_LOGS,it.reply.test:test,This use of org/apache/log4j/Logger.debug(Ljava/lang/Object;)V might be used to include CRLF characters into log messages,false,"[cwe,injection,owasp-a1]",it.reply.test:test:src/main/java/util/DBUtil.java,MAIN,"{endLine:510,endOffset:54,startOffset:0,startLine:510}",AYpMV0wEuxfIKoAmFOgy,e77314c209bd61319a43c373a61dd82f,OPEN
INFO,21,,findsecbugs:CRLF_INJECTION_LOGS,it.reply.test:test,This use of org/apache/log4j/Logger.debug(Ljava/lang/Object;)V might be used to include CRLF characters into log messages,false,"[cwe,injection,owasp-a1]",it.reply.test:test:src/main/java/util/OperationsUtil.java,MAIN,"{endLine:21,endOffset:116,startOffset:0,startLine:21}",AYpMV0wOuxfIKoAmFOhL,656b44832a56d1b8bb6846a3c753931c,OPEN
INFO,103,,findsecbugs:CRLF_INJECTION_LOGS,it.reply.test:test,This use of org/apache/log4j/Logger.debug(Ljava/lang/Object;)V might be used to include CRLF characters into log messages,false,"[cwe,injection,owasp-a1]",it.reply.test:test:src/main/java/util/OperationsUtil.java,MAIN,"{endLine:103,endOffset:106,startOffset:0,startLine:103}",AYpMV0wOuxfIKoAmFOhM,5443d0eef7f41ccd14c361abe4874066,OPEN
MAJOR,51,,findsecbugs:PATH_TRAVERSAL_IN,it.reply.test:test,This API (java/io/File.<init>(Ljava/lang/String;)V) reads a file whose location might be specified by user input,false,"[cwe,owasp-a4,wasc]",it.reply.test:test:src/main/java/util/ServletUtil.java,MAIN,"{endLine:51,endOffset:35,startOffset:0,startLine:51}",AYpMV0wVuxfIKoAmFOhQ,6cfa702b472ac024062952bca9162437,OPEN
CRITICAL,54,,findsecbugs:XXE_DOCUMENT,it.reply.test:test,The use of DocumentBuilder.parse(...) (DocumentBuilder) is vulnerable to XML External Entity attacks,false,["cwe"],it.reply.test:test:src/main/java/util/ServletUtil.java,MAIN,"{endLine:54,endOffset:93,startOffset:0,startLine:54}",AYpMV0wVuxfIKoAmFOhS,1a97711e6414dba62cadb2e452b530f6,OPEN
MAJOR,102,,findsecbugs:PATH_TRAVERSAL_IN,it.reply.test:test,This API (java/io/File.<init>(Ljava/lang/String;)V) reads a file whose location might be specified by user input,false,"[cwe,owasp-a4,wasc]",it.reply.test:test:src/main/java/util/ServletUtil.java,MAIN,"{endLine:102,endOffset:72,startOffset:0,startLine:102}",AYpMV0wVuxfIKoAmFOhR,b347d1247fb13a646756ae718a5366d7,OPEN
INFO,207,,findsecbugs:CRLF_INJECTION_LOGS,it.reply.test:test,This use of org/apache/log4j/Logger.info(Ljava/lang/Object;)V might be used to include CRLF characters into log messages,false,"[cwe,injection,owasp-a1]",it.reply.test:test:src/main/java/util/ServletUtil.java,MAIN,"{endLine:207,endOffset:70,startOffset:0,startLine:207}",AYpMV0wVuxfIKoAmFOhN,bca590504e797642c53066a6bc8bd88f,OPEN
MAJOR,213,,findsecbugs:HTTPONLY_COOKIE,it.reply.test:test,Cookie without the HttpOnly flag could be read by a malicious script in the browser,false,[],it.reply.test:test:src/main/java/util/ServletUtil.java,MAIN,"{endLine:213,endOffset:101,startOffset:0,startLine:213}",AYpMV0wVuxfIKoAmFOhO,5c2316f9081b4a12b31da6d5975bf44f,OPEN
MAJOR,213,,findsecbugs:INSECURE_COOKIE,it.reply.test:test,Cookie without the secure flag could be sent in clear text if a HTTP URL is visited,false,["cwe"],it.reply.test:test:src/main/java/util/ServletUtil.java,MAIN,"{endLine:213,endOffset:101,startOffset:0,startLine:213}",AYpMV0wVuxfIKoAmFOhP,5c2316f9081b4a12b31da6d5975bf44f,OPEN
